,0
15,"The Carraways are something of a clan, and we have a tradition that we’re descended from the Dukes of Buccleuch, but the actual founder of my line was my grandfather’s brother, who came here in fifty-one, sent a substitute to the Civil War, and started the wholesale hardware business that my father carries on today."
16,"I never saw this great-uncle, but I’m supposed to look like him—with special reference to the rather hard-boiled painting that hangs in father’s office."
17,"I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War."
18,I enjoyed the counter-raid so thoroughly that I came back restless.
19,"Instead of being the warm centre of the world, the Middle West now seemed like the ragged edge of the universe—so I decided to go East and learn the bond business."
20,"Everybody I knew was in the bond business, so I supposed it could support one more single man."
21,"All my aunts and uncles talked it over as if they were choosing a prep school for me, and finally said, “Why—ye-es,” with very grave, hesitant faces."
22,"Father agreed to finance me for a year, and after various delays I came East, permanently, I thought, in the spring of twenty-two."
23,"The practical thing was to find rooms in the city, but it was a warm season, and I had just left a country of wide lawns and friendly trees, so when a young man at the office suggested that we take a house together in a commuting town, it sounded like a great idea."
24,"He found the house, a weather-beaten cardboard bungalow at eighty a month, but at the last minute the firm ordered him to Washington, and I went out to the country alone."
25,"I had a dog—at least I had him for a few days until he ran away—and an old Dodge and a Finnish woman, who made my bed and cooked breakfast and muttered Finnish wisdom to herself over the electric stove."
26,"It was lonely for a day or so until one morning some man, more recently arrived than I, stopped me on the road."
27,“How do you get to West Egg village?” he asked helplessly.
28,I told him.
29,And as I walked on I was lonely no longer.
30,"I was a guide, a pathfinder, an original settler."
31,He had casually conferred on me the freedom of the neighbourhood.
32,"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer."
33,"There was so much to read, for one thing, and so much fine health to be pulled down out of the young breath-giving air."
34,"I bought a dozen volumes on banking and credit and investment securities, and they stood on my shelf in red and gold like new money from the mint, promising to unfold the shining secrets that only Midas and Morgan and Maecenas knew."
35,And I had the high intention of reading many other books besides.
36,"I was rather literary in college—one year I wrote a series of very solemn and obvious editorials for the Yale News—and now I was going to bring back all such things into my life and become again that most limited of all specialists, the “well-rounded man.” This isn’t just an epigram—life is much more successfully looked at from a single window, after all."
37,It was a matter of chance that I should have rented a house in one of the strangest communities in North America.
38,"It was on that slender riotous island which extends itself due east of New York—and where there are, among other natural curiosities, two unusual formations of land."
39,"Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound."
40,"They are not perfect ovals—like the egg in the Columbus story, they are both crushed flat at the contact end—but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead."
41,To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size.
42,"I lived at West Egg, the—well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them."
43,"My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season."
44,"The one on my right was a colossal affair by any standard—it was a factual imitation of some Hôtel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden."
45,It was Gatsby’s mansion.
46,"Or, rather, as I didn’t know Mr. Gatsby, it was a mansion inhabited by a gentleman of that name."
47,"My own house was an eyesore, but it was a small eyesore, and it had been overlooked, so I had a view of the water, a partial view of my neighbour’s lawn, and the consoling proximity of millionaires—all for eighty dollars a month."
48,"Across the courtesy bay the white palaces of fashionable East Egg glittered along the water, and the history of the summer really begins on the evening I drove over there to have dinner with the Tom Buchanans."
49,"Daisy was my second cousin once removed, and I’d known Tom in college."
50,And just after the war I spent two days with them in Chicago.
51,"Her husband, among various physical accomplishments, had been one of the most powerful ends that ever played football at New Haven—a national figure in a way, one of those men who reach such an acute limited excellence at twenty-one that everything afterward savours of anticlimax."
52,"His family were enormously wealthy—even in college his freedom with money was a matter for reproach—but now he’d left Chicago and come East in a fashion that rather took your breath away: for instance, he’d brought down a string of polo ponies from Lake Forest."
53,It was hard to realize that a man in my own generation was wealthy enough to do that.
54,Why they came East I don’t know.
55,"They had spent a year in France for no particular reason, and then drifted here and there unrestfully wherever people played polo and were rich together."
56,"This was a permanent move, said Daisy over the telephone, but I didn’t believe it—I had no sight into Daisy’s heart, but I felt that Tom would drift on forever seeking, a little wistfully, for the dramatic turbulence of some irrecoverable football game."
57,And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all.
58,"Their house was even more elaborate than I expected, a cheerful red-and-white Georgian Colonial mansion, overlooking the bay."
59,"The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardens—finally when it reached the house drifting up the side in bright vines as though from the momentum of its run."
60,"The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch."
61,He had changed since his New Haven years.
62,"Now he was a sturdy straw-haired man of thirty, with a rather hard mouth and a supercilious manner."
63,Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.
64,"Not even the effeminate swank of his riding clothes could hide the enormous power of that body—he seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat."
65,It was a body capable of enormous leverage—a cruel body.
66,"His speaking voice, a gruff husky tenor, added to the impression of fractiousness he conveyed."
67,"There was a touch of paternal contempt in it, even toward people he liked—and there were men at New Haven who had hated his guts."
68,"“Now, don’t think my opinion on these matters is final,” he seemed to say, “just because I’m stronger and more of a man than you are.” We were in the same senior society, and while we were never intimate I always had the impression that he approved of me and wanted me to like him with some harsh, defiant wistfulness of his own."
69,We talked for a few minutes on the sunny porch.
70,"“I’ve got a nice place here,” he said, his eyes flashing about restlessly."
71,"Turning me around by one arm, he moved a broad flat hand along the front vista, including in its sweep a sunken Italian garden, a half acre of deep, pungent roses, and a snub-nosed motorboat that bumped the tide offshore."
72,"“It belonged to Demaine, the oil man.” He turned me around again, politely and abruptly."
73,"“We’ll go inside.”  We walked through a high hallway into a bright rosy-coloured space, fragilely bound into the house by French windows at either end."
74,The windows were ajar and gleaming white against the fresh grass outside that seemed to grow a little way into the house.
75,"A breeze blew through the room, blew curtains in at one end and out the other like pale flags, twisting them up toward the frosted wedding-cake of the ceiling, and then rippled over the wine-coloured rug, making a shadow on it as wind does on the sea."
76,The only completely stationary object in the room was an enormous couch on which two young women were buoyed up as though upon an anchored balloon.
77,"They were both in white, and their dresses were rippling and fluttering as if they had just been blown back in after a short flight around the house."
78,I must have stood for a few moments listening to the whip and snap of the curtains and the groan of a picture on the wall.
79,"Then there was a boom as Tom Buchanan shut the rear windows and the caught wind died out about the room, and the curtains and the rugs and the two young women ballooned slowly to the floor."
80,The younger of the two was a stranger to me.
81,"She was extended full length at her end of the divan, completely motionless, and with her chin raised a little, as if she were balancing something on it which was quite likely to fall."
82,"If she saw me out of the corner of her eyes she gave no hint of it—indeed, I was almost surprised into murmuring an apology for having disturbed her by coming in."
83,"The other girl, Daisy, made an attempt to rise—she leaned slightly forward with a conscientious expression—then she laughed, an absurd, charming little laugh, and I laughed too and came forward into the room."
84,"“I’m p-paralysed with happiness.”  She laughed again, as if she said something very witty, and held my hand for a moment, looking up into my face, promising that there was no one in the world she so much wanted to see."
85,That was a way she had.
86,She hinted in a murmur that the surname of the balancing girl was Baker.
87,(I’ve heard it said that Daisy’s murmur was only to make people lean toward her; an irrelevant criticism that made it no less charming.)
88,"At any rate, Miss Baker’s lips fluttered, she nodded at me almost imperceptibly, and then quickly tipped her head back again—the object she was balancing had obviously tottered a little and given her something of a fright."
89,Again a sort of apology arose to my lips.
90,Almost any exhibition of complete self-sufficiency draws a stunned tribute from me.
91,"I looked back at my cousin, who began to ask me questions in her low, thrilling voice."
92,"It was the kind of voice that the ear follows up and down, as if each speech is an arrangement of notes that will never be played again."
93,"Her face was sad and lovely with bright things in it, bright eyes and a bright passionate mouth, but there was an excitement in her voice that men who had cared for her found difficult to forget: a singing compulsion, a whispered “Listen,” a promise that she had done gay, exciting things just a while since and that there were gay, exciting things hovering in the next hour."
94,"I told her how I had stopped off in Chicago for a day on my way East, and how a dozen people had sent their love through me."
95,“Do they miss me?” she cried ecstatically.
96,“The whole town is desolate.
97,"All the cars have the left rear wheel painted black as a mourning wreath, and there’s a persistent wail all night along the north shore.”  “How gorgeous!"
98,"Let’s go back, Tom."
99,Tomorrow!” Then she added irrelevantly: “You ought to see the baby.”  “I’d like to.”  “She’s asleep.
100,She’s three years old.
101,"Haven’t you ever seen her?”  “Never.”  “Well, you ought to see her."
102,"She’s—”  Tom Buchanan, who had been hovering restlessly about the room, stopped and rested his hand on my shoulder."
103,"“What you doing, Nick?”  “I’m a bond man.”  “Who with?”  I told him."
104,"“Never heard of them,” he remarked decisively."
105,This annoyed me.
106,"“You will,” I answered shortly."
107,"“You will if you stay in the East.”  “Oh, I’ll stay in the East, don’t you worry,” he said, glancing at Daisy and then back at me, as if he were alert for something more."
108,“I’d be a God damned fool to live anywhere else.”  At this point Miss Baker said: “Absolutely!” with such suddenness that I started—it was the first word she had uttered since I came into the room.
109,"Evidently it surprised her as much as it did me, for she yawned and with a series of rapid, deft movements stood up into the room."
110,"“I’m stiff,” she complained, “I’ve been lying on that sofa for as long as I can remember.”  “Don’t look at me,” Daisy retorted, “I’ve been trying to get you to New York all afternoon.”  “No, thanks,” said Miss Baker to the four cocktails just in from the pantry."
111,“I’m absolutely in training.”  Her host looked at her incredulously.
112,“You are!” He took down his drink as if it were a drop in the bottom of a glass.
113,"“How you ever get anything done is beyond me.”  I looked at Miss Baker, wondering what it was she “got done.” I enjoyed looking at her."
114,"She was a slender, small-breasted girl, with an erect carriage, which she accentuated by throwing her body backward at the shoulders like a young cadet."
115,"Her grey sun-strained eyes looked back at me with polite reciprocal curiosity out of a wan, charming, discontented face."
116,"It occurred to me now that I had seen her, or a picture of her, somewhere before."
117,"“You live in West Egg,” she remarked contemptuously."
118,“I know somebody there.”  “I don’t know a single—”  “You must know Gatsby.”  “Gatsby?” demanded Daisy.
119,"“What Gatsby?”  Before I could reply that he was my neighbour dinner was announced; wedging his tense arm imperatively under mine, Tom Buchanan compelled me from the room as though he were moving a checker to another square."
120,"Slenderly, languidly, their hands set lightly on their hips, the two young women preceded us out on to a rosy-coloured porch, open toward the sunset, where four candles flickered on the table in the diminished wind."
121,"“Why candles?” objected Daisy, frowning."
122,She snapped them out with her fingers.
123,“In two weeks it’ll be the longest day in the year.” She looked at us all radiantly.
124,“Do you always watch for the longest day of the year and then miss it?
125,"I always watch for the longest day in the year and then miss it.”  “We ought to plan something,” yawned Miss Baker, sitting down at the table as if she were getting into bed."
126,"“All right,” said Daisy."
127,“What’ll we plan?” She turned to me helplessly: “What do people plan?”  Before I could answer her eyes fastened with an awed expression on her little finger.
128,“Look!” she complained; “I hurt it.”  We all looked—the knuckle was black and blue.
129,"“You did it, Tom,” she said accusingly."
130,"“I know you didn’t mean to, but you did do it."
131,"That’s what I get for marrying a brute of a man, a great, big, hulking physical specimen of a—”  “I hate that word ‘hulking,’ ” objected Tom crossly, “even in kidding.”  “Hulking,” insisted Daisy."
132,"Sometimes she and Miss Baker talked at once, unobtrusively and with a bantering inconsequence that was never quite chatter, that was as cool as their white dresses and their impersonal eyes in the absence of all desire."
133,"They were here, and they accepted Tom and me, making only a polite pleasant effort to entertain or to be entertained."
134,They knew that presently dinner would be over and a little later the evening too would be over and casually put away.
135,"It was sharply different from the West, where an evening was hurried from phase to phase towards its close, in a continually disappointed anticipation or else in sheer nervous dread of the moment itself."
136,"“You make me feel uncivilized, Daisy,” I confessed on my second glass of corky but rather impressive claret."
137,"“Can’t you talk about crops or something?”  I meant nothing in particular by this remark, but it was taken up in an unexpected way."
138,"“Civilization’s going to pieces,” broke out Tom violently."
139,“I’ve gotten to be a terrible pessimist about things.
140,"Have you read The Rise of the Coloured Empires by this man Goddard?”  “Why, no,” I answered, rather surprised by his tone."
141,"“Well, it’s a fine book, and everybody ought to read it."
142,The idea is if we don’t look out the white race will be—will be utterly submerged.
143,"It’s all scientific stuff; it’s been proved.”  “Tom’s getting very profound,” said Daisy, with an expression of unthoughtful sadness."
144,“He reads deep books with long words in them.
145,"What was that word we—”  “Well, these books are all scientific,” insisted Tom, glancing at her impatiently."
146,“This fellow has worked out the whole thing.
147,"It’s up to us, who are the dominant race, to watch out or these other races will have control of things.”  “We’ve got to beat them down,” whispered Daisy, winking ferociously toward the fervent sun."
148,"“You ought to live in California—” began Miss Baker, but Tom interrupted her by shifting heavily in his chair."
149,“This idea is that we’re Nordics.
150,"I am, and you are, and you are, and—” After an infinitesimal hesitation he included Daisy with a slight nod, and she winked at me again."
151,"“—And we’ve produced all the things that go to make civilization—oh, science and art, and all that."
152,"Do you see?”  There was something pathetic in his concentration, as if his complacency, more acute than of old, was not enough to him any more."
153,"When, almost immediately, the telephone rang inside and the butler left the porch Daisy seized upon the momentary interruption and leaned towards me."
154,"“I’ll tell you a family secret,” she whispered enthusiastically."
155,“It’s about the butler’s nose.
156,"Do you want to hear about the butler’s nose?”  “That’s why I came over tonight.”  “Well, he wasn’t always a butler; he used to be the silver polisher for some people in New York that had a silver service for two hundred people."
157,"He had to polish it from morning till night, until finally it began to affect his nose—”  “Things went from bad to worse,” suggested Miss Baker."
158,“Yes.
159,"Things went from bad to worse, until finally he had to give up his position.”  For a moment the last sunshine fell with romantic affection upon her glowing face; her voice compelled me forward breathlessly as I listened—then the glow faded, each light deserting her with lingering regret, like children leaving a pleasant street at dusk."
160,"The butler came back and murmured something close to Tom’s ear, whereupon Tom frowned, pushed back his chair, and without a word went inside."
161,"As if his absence quickened something within her, Daisy leaned forward again, her voice glowing and singing."
162,"“I love to see you at my table, Nick."
163,"You remind me of a—of a rose, an absolute rose."
164,Doesn’t he?” She turned to Miss Baker for confirmation: “An absolute rose?”  This was untrue.
165,I am not even faintly like a rose.
166,"She was only extemporizing, but a stirring warmth flowed from her, as if her heart was trying to come out to you concealed in one of those breathless, thrilling words."
167,Then suddenly she threw her napkin on the table and excused herself and went into the house.
168,Miss Baker and I exchanged a short glance consciously devoid of meaning.
169,I was about to speak when she sat up alertly and said “Sh!” in a warning voice.
170,"A subdued impassioned murmur was audible in the room beyond, and Miss Baker leaned forward unashamed, trying to hear."
171,"The murmur trembled on the verge of coherence, sank down, mounted excitedly, and then ceased altogether."
172,“This Mr. Gatsby you spoke of is my neighbour—” I began.
173,“Don’t talk.
174,I want to hear what happens.”  “Is something happening?” I inquired innocently.
175,"“You mean to say you don’t know?” said Miss Baker, honestly surprised."
176,“I thought everybody knew.”  “I don’t.”  “Why—” she said hesitantly.
177,“Tom’s got some woman in New York.”  “Got some woman?” I repeated blankly.
178,Miss Baker nodded.
179,“She might have the decency not to telephone him at dinner time.
180,"Don’t you think?”  Almost before I had grasped her meaning there was the flutter of a dress and the crunch of leather boots, and Tom and Daisy were back at the table."
181,“It couldn’t be helped!” cried Daisy with tense gaiety.
182,"She sat down, glanced searchingly at Miss Baker and then at me, and continued: “I looked outdoors for a minute, and it’s very romantic outdoors."
183,There’s a bird on the lawn that I think must be a nightingale come over on the Cunard or White Star Line.
184,"He’s singing away—” Her voice sang: “It’s romantic, isn’t it, Tom?”  “Very romantic,” he said, and then miserably to me: “If it’s light enough after dinner, I want to take you down to the stables.”  The telephone rang inside, startlingly, and as Daisy shook her head decisively at Tom the subject of the stables, in fact all subjects, vanished into air."
185,"Among the broken fragments of the last five minutes at table I remember the candles being lit again, pointlessly, and I was conscious of wanting to look squarely at everyone, and yet to avoid all eyes."
186,"I couldn’t guess what Daisy and Tom were thinking, but I doubt if even Miss Baker, who seemed to have mastered a certain hardy scepticism, was able utterly to put this fifth guest’s shrill metallic urgency out of mind."
187,To a certain temperament the situation might have seemed intriguing—my own instinct was to telephone immediately for the police.
188,"The horses, needless to say, were not mentioned again."
189,"Tom and Miss Baker, with several feet of twilight between them, strolled back into the library, as if to a vigil beside a perfectly tangible body, while, trying to look pleasantly interested and a little deaf, I followed Daisy around a chain of connecting verandas to the porch in front."
190,In its deep gloom we sat down side by side on a wicker settee.
191,"Daisy took her face in her hands as if feeling its lovely shape, and her eyes moved gradually out into the velvet dusk."
192,"I saw that turbulent emotions possessed her, so I asked what I thought would be some sedative questions about her little girl."
193,"“We don’t know each other very well, Nick,” she said suddenly."
194,“Even if we are cousins.
195,You didn’t come to my wedding.”  “I wasn’t back from the war.”  “That’s true.” She hesitated.
196,"“Well, I’ve had a very bad time, Nick, and I’m pretty cynical about everything.”  Evidently she had reason to be."
197,"I waited but she didn’t say any more, and after a moment I returned rather feebly to the subject of her daughter."
198,"“I suppose she talks, and—eats, and everything.”  “Oh, yes.” She looked at me absently."
199,"“Listen, Nick; let me tell you what I said when she was born."
200,Would you like to hear?”  “Very much.”  “It’ll show you how I’ve gotten to feel about—things.
201,"Well, she was less than an hour old and Tom was God knows where."
202,"I woke up out of the ether with an utterly abandoned feeling, and asked the nurse right away if it was a boy or a girl."
203,"She told me it was a girl, and so I turned my head away and wept."
204,"‘All right,’ I said, ‘I’m glad it’s a girl."
205,"And I hope she’ll be a fool—that’s the best thing a girl can be in this world, a beautiful little fool.’  “You see I think everything’s terrible anyhow,” she went on in a convinced way."
206,“Everybody thinks so—the most advanced people.
207,And I know.
208,"I’ve been everywhere and seen everything and done everything.” Her eyes flashed around her in a defiant way, rather like Tom’s, and she laughed with thrilling scorn."
209,"“Sophisticated—God, I’m sophisticated!”  The instant her voice broke off, ceasing to compel my attention, my belief, I felt the basic insincerity of what she had said."
210,"It made me uneasy, as though the whole evening had been a trick of some sort to exact a contributory emotion from me."
211,"I waited, and sure enough, in a moment she looked at me with an absolute smirk on her lovely face, as if she had asserted her membership in a rather distinguished secret society to which she and Tom belonged."
212,"------------------------------------------------------------------------  Inside, the crimson room bloomed with light."
213,"Tom and Miss Baker sat at either end of the long couch and she read aloud to him from the Saturday Evening Post—the words, murmurous and uninflected, running together in a soothing tune."
214,"The lamplight, bright on his boots and dull on the autumn-leaf yellow of her hair, glinted along the paper as she turned a page with a flutter of slender muscles in her arms."
215,When we came in she held us silent for a moment with a lifted hand.
216,"“To be continued,” she said, tossing the magazine on the table, “in our very next issue.”  Her body asserted itself with a restless movement of her knee, and she stood up."
217,"“Ten o’clock,” she remarked, apparently finding the time on the ceiling."
218,"“Time for this good girl to go to bed.”  “Jordan’s going to play in the tournament tomorrow,” explained Daisy, “over at Westchester.”  “Oh—you’re Jordan Baker.”  I knew now why her face was familiar—its pleasing contemptuous expression had looked out at me from many rotogravure pictures of the sporting life at Asheville and Hot Springs and Palm Beach."
219,"I had heard some story of her too, a critical, unpleasant story, but what it was I had forgotten long ago."
220,"“Good night,” she said softly."
221,"“Wake me at eight, won’t you.”  “If you’ll get up.”  “I will."
222,"Good night, Mr. Carraway."
223,"See you anon.”  “Of course you will,” confirmed Daisy."
224,“In fact I think I’ll arrange a marriage.
225,"Come over often, Nick, and I’ll sort of—oh—fling you together."
226,"You know—lock you up accidentally in linen closets and push you out to sea in a boat, and all that sort of thing—”  “Good night,” called Miss Baker from the stairs."
227,"“I haven’t heard a word.”  “She’s a nice girl,” said Tom after a moment."
228,“They oughtn’t to let her run around the country this way.”  “Who oughtn’t to?” inquired Daisy coldly.
229,“Her family.”  “Her family is one aunt about a thousand years old.
230,"Besides, Nick’s going to look after her, aren’t you, Nick?"
231,She’s going to spend lots of weekends out here this summer.
232,I think the home influence will be very good for her.”  Daisy and Tom looked at each other for a moment in silence.
233,“Is she from New York?” I asked quickly.
234,“From Louisville.
235,Our white girlhood was passed together there.
236,Our beautiful white—”  “Did you give Nick a little heart to heart talk on the veranda?” demanded Tom suddenly.
237,“Did I?” She looked at me.
238,"“I can’t seem to remember, but I think we talked about the Nordic race."
239,"Yes, I’m sure we did."
240,"It sort of crept up on us and first thing you know—”  “Don’t believe everything you hear, Nick,” he advised me."
241,"I said lightly that I had heard nothing at all, and a few minutes later I got up to go home."
242,They came to the door with me and stood side by side in a cheerful square of light.
243,"As I started my motor Daisy peremptorily called: “Wait!”  “I forgot to ask you something, and it’s important."
244,"We heard you were engaged to a girl out West.”  “That’s right,” corroborated Tom kindly."
245,“We heard that you were engaged.”  “It’s a libel.
246,"I’m too poor.”  “But we heard it,” insisted Daisy, surprising me by opening up again in a flower-like way."
247,"“We heard it from three people, so it must be true.”  Of course I knew what they were referring to, but I wasn’t even vaguely engaged."
248,The fact that gossip had published the banns was one of the reasons I had come East.
249,"You can’t stop going with an old friend on account of rumours, and on the other hand I had no intention of being rumoured into marriage."
250,"Their interest rather touched me and made them less remotely rich—nevertheless, I was confused and a little disgusted as I drove away."
251,"It seemed to me that the thing for Daisy to do was to rush out of the house, child in arms—but apparently there were no such intentions in her head."
252,"As for Tom, the fact that he “had some woman in New York” was really less surprising than that he had been depressed by a book."
253,Something was making him nibble at the edge of stale ideas as if his sturdy physical egotism no longer nourished his peremptory heart.
254,"Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light, and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."
255,"The wind had blown off, leaving a loud, bright night, with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life."
256,"The silhouette of a moving cat wavered across the moonlight, and, turning my head to watch it, I saw that I was not alone—fifty feet away a figure had emerged from the shadow of my neighbour’s mansion and was standing with his hands in his pockets regarding the silver pepper of the stars."
257,"Something in his leisurely movements and the secure position of his feet upon the lawn suggested that it was Mr. Gatsby himself, come out to determine what share was his of our local heavens."
258,I decided to call to him.
259,"Miss Baker had mentioned him at dinner, and that would do for an introduction."
260,"But I didn’t call to him, for he gave a sudden intimation that he was content to be alone—he stretched out his arms toward the dark water in a curious way, and, far as I was from him, I could have sworn he was trembling."
261,"Involuntarily I glanced seaward—and distinguished nothing except a single green light, minute and far away, that might have been the end of a dock."
262,"When I looked once more for Gatsby he had vanished, and I was alone again in the unquiet darkness."
263,"II  About halfway between West Egg and New York the motor road hastily joins the railroad and runs beside it for a quarter of a mile, so as to shrink away from a certain desolate area of land."
264,"This is a valley of ashes—a fantastic farm where ashes grow like wheat into ridges and hills and grotesque gardens; where ashes take the forms of houses and chimneys and rising smoke and, finally, with a transcendent effort, of ash-grey men, who move dimly and already crumbling through the powdery air."
265,"Occasionally a line of grey cars crawls along an invisible track, gives out a ghastly creak, and comes to rest, and immediately the ash-grey men swarm up with leaden spades and stir up an impenetrable cloud, which screens their obscure operations from your sight."
266,"But above the grey land and the spasms of bleak dust which drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg."
267,The eyes of Doctor T. J. Eckleburg are blue and gigantic—their retinas are one yard high.
268,"They look out of no face, but, instead, from a pair of enormous yellow spectacles which pass over a nonexistent nose."
269,"Evidently some wild wag of an oculist set them there to fatten his practice in the borough of Queens, and then sank down himself into eternal blindness, or forgot them and moved away."
270,"But his eyes, dimmed a little by many paintless days, under sun and rain, brood on over the solemn dumping ground."
271,"The valley of ashes is bounded on one side by a small foul river, and, when the drawbridge is up to let barges through, the passengers on waiting trains can stare at the dismal scene for as long as half an hour."
272,"There is always a halt there of at least a minute, and it was because of this that I first met Tom Buchanan’s mistress."
273,The fact that he had one was insisted upon wherever he was known.
274,"His acquaintances resented the fact that he turned up in popular cafés with her and, leaving her at a table, sauntered about, chatting with whomsoever he knew."
275,"Though I was curious to see her, I had no desire to meet her—but I did."
276,"I went up to New York with Tom on the train one afternoon, and when we stopped by the ash-heaps he jumped to his feet and, taking hold of my elbow, literally forced me from the car."
277,"“We’re getting off,” he insisted."
278,"“I want you to meet my girl.”  I think he’d tanked up a good deal at luncheon, and his determination to have my company bordered on violence."
279,The supercilious assumption was that on Sunday afternoon I had nothing better to do.
280,"I followed him over a low whitewashed railroad fence, and we walked back a hundred yards along the road under Doctor Eckleburg’s persistent stare."
281,"The only building in sight was a small block of yellow brick sitting on the edge of the waste land, a sort of compact Main Street ministering to it, and contiguous to absolutely nothing."
282,"One of the three shops it contained was for rent and another was an all-night restaurant, approached by a trail of ashes; the third was a garage—Repairs."
283,George B. Wilson.
284,Cars bought and sold.—and I followed Tom inside.
285,The interior was unprosperous and bare; the only car visible was the dust-covered wreck of a Ford which crouched in a dim corner.
286,"It had occurred to me that this shadow of a garage must be a blind, and that sumptuous and romantic apartments were concealed overhead, when the proprietor himself appeared in the door of an office, wiping his hands on a piece of waste."
287,"He was a blond, spiritless man, anaemic, and faintly handsome."
288,When he saw us a damp gleam of hope sprang into his light blue eyes.
289,"“Hello, Wilson, old man,” said Tom, slapping him jovially on the shoulder."
290,"“How’s business?”  “I can’t complain,” answered Wilson unconvincingly."
291,"“When are you going to sell me that car?”  “Next week; I’ve got my man working on it now.”  “Works pretty slow, don’t he?”  “No, he doesn’t,” said Tom coldly."
292,"“And if you feel that way about it, maybe I’d better sell it somewhere else after all.”  “I don’t mean that,” explained Wilson quickly."
293,“I just meant—”  His voice faded off and Tom glanced impatiently around the garage.
294,"Then I heard footsteps on a stairs, and in a moment the thickish figure of a woman blocked out the light from the office door."
295,"She was in the middle thirties, and faintly stout, but she carried her flesh sensuously as some women can."
296,"Her face, above a spotted dress of dark blue crêpe-de-chine, contained no facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering."
297,"She smiled slowly and, walking through her husband as if he were a ghost, shook hands with Tom, looking him flush in the eye."
298,"Then she wet her lips, and without turning around spoke to her husband in a soft, coarse voice:  “Get some chairs, why don’t you, so somebody can sit down.”  “Oh, sure,” agreed Wilson hurriedly, and went toward the little office, mingling immediately with the cement colour of the walls."
299,"A white ashen dust veiled his dark suit and his pale hair as it veiled everything in the vicinity—except his wife, who moved close to Tom."
300,"“I want to see you,” said Tom intently."
